SpecObjID,z,zErr,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
299628490787940352,0.03032346,6.844097E-06,17.7099,16.44275,15.70976,15.30423,14.99366
299628765196085248,0.1291555,2.77268E-05,21.15494,19.1958,18.48057,17.82807,16.97619
299628765665847296,0.1467964,3.93617E-05,20.89239,19.23266,17.90115,17.31654,16.86007
299629040073992192,0.3627046,0.0002329785,25.3485,21.46883,19.48189,18.81198,18.36797
299629314951899136,0.119759,2.047257E-05,19.61534,18.3395,17.45104,16.96897,16.74963
299629589829806080,0.1206103,5.025408E-05,20.65203,19.24642,18.19104,17.62601,17.15321
299629590299568128,0.1206606,3.496519E-05,20.65203,19.24642,18.19104,17.62601,17.15321
299629864707713024,0.143999,5.693638E-05,22.3965,19.54506,18.17628,17.60196,17.11642
299629865177475072,0.1439138,4.843065E-05,22.3965,19.54506,18.17628,17.60196,17.11642
299630139585619968,0.0575771,1.114561E-05,19.68163,18.34645,17.63799,17.25416,17.02603
299630140055382016,0.04892132,7.800136E-06,18.69513,17.36122,16.79827,16.43765,16.25512
299630689341433856,0.1466984,2.326594E-05,20.6253,19.32012,18.10769,17.50023,17.08695
299630689811195904,0.3628358,0.0001643283,25.3485,21.46883,19.48189,18.81198,18.36797
299630964219340800,0.146749,4.554331E-05,20.89239,19.23266,17.90115,17.31654,16.86007
299631239097247744,0.2632047,0.0001208215,22.27474,19.80105,18.10094,17.42039,16.92481
299631239567009792,0.1203865,1.293885E-05,20.85373,18.98994,18.01254,17.45427,17.11772
299631513975154688,0.1449796,5.929307E-05,22.33644,19.79559,18.43163,17.86777,17.46945
299631514444916736,0.1291836,2.757793E-05,21.15494,19.1958,18.48057,17.82807,16.97619
299631789322823680,0.1257328,2.822553E-05,20.99909,18.79389,17.62165,17.10091,16.71977
299632063730968576,0.9922907,0.8381934,null,null,null,null,null
299632064200730624,0.119739,1.867713E-05,19.61534,18.3395,17.45104,16.96897,16.74963
299632338608875520,0.1257456,3.28272E-05,20.99909,18.79389,17.62165,17.10091,16.71977
299632339078637568,0.05742602,1.346757E-05,19.30304,17.52271,16.62614,16.15263,15.80685
299632613486782464,0.2701144,1.249212E-05,21.18733,20.32623,19.63166,19.50742,19.05052
299632613956544512,0.4177988,0.0002256861,23.21183,21.50503,19.60238,18.75856,18.38383
299632888364689408,0.12789,4.687222E-05,20.06847,18.28585,17.07576,16.52577,16.10104
299632888834451456,0.1429193,1.474591E-05,19.79063,18.41588,17.50278,17.05016,16.71068
299633163242596352,0.4172009,0.0002126992,23.21183,21.50503,19.60238,18.75856,18.38383
299633163712358400,0.1276188,1.242891E-05,20.52978,18.64275,17.70032,17.12617,16.7113
299633438120503296,0.02630965,1.008673E-05,19.71066,18.34392,17.64659,17.29692,16.98805
299633438590265344,0.1337064,4.602532E-05,21.6242,19.30004,18.11637,17.54476,17.11126
299633712998410240,0.2182168,9.668467E-05,22.03346,19.98815,18.39484,17.81256,17.38206
299633713468172288,0.02680829,9.076879E-06,17.83,15.66523,14.66072,14.15998,13.77447
299633987876317184,0.02675972,1.123012E-05,17.83,15.66523,14.66072,14.15998,13.77447
299633988346079232,0.2701064,7.713773E-06,21.18733,20.32623,19.63166,19.50742,19.05052
299634262754224128,0.06155552,1.220249E-05,19.63585,18.25364,17.70109,17.3816,17.17003
299634263223986176,0.06153553,1.03247E-05,19.63585,18.25364,17.70109,17.3816,17.17003
299634537632131072,0.1337352,7.038064E-05,21.6242,19.30004,18.11637,17.54476,17.11126
299634538101893120,0.1279921,3.081766E-05,20.06847,18.28585,17.07576,16.52577,16.10104
299634812510038016,0.1276592,1.527675E-05,20.52978,18.64275,17.70032,17.12617,16.7113
299634812979800064,0.576849,0.0002493765,20.49583,20.0491,19.47982,19.00511,18.60929
299635362735613952,0.2202564,7.555712E-05,23.28905,19.5246,17.91103,17.31391,16.84769
299635637143758848,0.02027689,7.965776E-06,19.92302,18.68462,18.15331,17.90203,17.65527
299635637613520896,0.02025769,7.358028E-06,19.92302,18.68462,18.15331,17.90203,17.65527
299635912021665792,0.08543079,1.005715E-05,19.97334,18.40116,17.56418,17.09052,16.77684
299635912491427840,0.08535129,8.540987E-06,19.97334,18.40116,17.56418,17.09052,16.77684
299636186899572736,0.06255326,2.383329E-05,19.50582,17.35553,16.25297,15.73919,15.34084
299636187369334784,0.2181633,6.406083E-05,22.03346,19.98815,18.39484,17.81256,17.38206
299636462247241728,0.1427506,2.602403E-05,20.29606,18.44099,17.27409,16.70684,16.29606
299636736655386624,0.128638,0.444692,20.49583,20.0491,19.47982,19.00511,18.60929
299636737125148672,0.4181032,0.0001674173,22.43969,20.95925,19.21152,18.50843,17.98279
299637012003055616,0.06258034,1.790547E-05,19.50582,17.35553,16.25297,15.73919,15.34084
299637286411200512,0.2204064,8.924996E-05,23.28905,19.5246,17.91103,17.31391,16.84769
299637561289107456,0.1428866,3.186347E-05,20.29606,18.44099,17.27409,16.70684,16.29606
299637836167014400,0.1429204,1.742955E-05,19.79063,18.41588,17.50278,17.05016,16.71068
299637836636776448,0.02630387,9.435003E-06,19.71066,18.34392,17.64659,17.29692,16.98805
299638111514683392,0.06357722,1.248877E-05,null,null,null,null,null
299638385922828288,0.2072367,6.34508E-05,22.22263,19.58963,18.06956,17.41444,17.03089
299638386392590336,0.08525799,1.045569E-05,19.91766,18.40419,17.72597,17.35357,17.12643
299638660800735232,0.09147715,3.792968E-05,20.45382,18.46832,17.34864,16.86069,16.47727
299638661270497280,0.0200758,1.182616E-05,17.34337,15.63839,14.61921,14.12457,13.6839
299638935678642176,0.1425043,6.308324E-05,20.9833,19.38019,18.072,17.51802,17.07685
299638936148404224,0.4507085,0.0001167909,22.75101,21.26011,19.0544,18.09946,17.66066
299639211026311168,0.03053254,5.66673E-06,16.69902,15.79578,15.40853,15.19089,15.01745
299639485434456064,0.1799515,2.552746E-05,20.14542,18.764,17.68899,17.17785,16.9246
299639485904218112,0.09132998,3.777927E-05,21.44536,19.17508,18.01337,17.46246,17.05569
299639760312363008,0.02518525,6.617117E-06,19.26153,18.12122,17.5453,17.22849,17.05594
299639760782125056,0.06253826,2.467179E-05,19.94672,18.01706,17.05901,16.62655,16.28335
299640035660032000,0.3121489,5.738068E-05,22.53191,20.22242,18.4113,17.71436,17.22155
299640310068176896,0.06356847,1.253461E-05,null,null,null,null,null
299640310537938944,0.2109386,4.901859E-05,21.3676,19.31727,17.88424,17.27057,16.86167
299640584946083840,0.4505435,0.0002839524,22.75101,21.26011,19.0544,18.09946,17.66066
299640585415845888,0.02518325,7.016692E-06,19.26153,18.12122,17.5453,17.22849,17.05594
299640860293752832,0.1800086,1.697089E-05,20.14542,18.764,17.68899,17.17785,16.9246
299641134701897728,0.08532699,1.101344E-05,19.91766,18.40419,17.72597,17.35357,17.12643
299641409579804672,0.005923478,4.020294E-06,21.34252,20.33494,19.66989,19.54785,19.34855
299641410049566720,0.5199777,0.0001958701,26.4456,21.7368,19.85017,18.83741,18.21486
299641684457711616,0.0201233,1.142011E-05,17.34337,15.63839,14.61921,14.12457,13.6839
299641684927473664,0.2071741,5.066316E-05,22.22263,19.58963,18.06956,17.41444,17.03089
299641959335618560,0.5199456,0.0002200006,26.4456,21.7368,19.85017,18.83741,18.21486
299641959805380608,0.5035114,0.0001420779,null,null,null,null,null
299642234213525504,0.3120861,7.505354E-05,22.53191,20.22242,18.4113,17.71436,17.22155
299642234683287552,0.005922012,5.036651E-06,21.34252,20.33494,19.66989,19.54785,19.34855
299642509091432448,0.06245274,2.675522E-05,19.94672,18.01706,17.05901,16.62655,16.28335
299642783969339392,0.2110807,5.402202E-05,21.3676,19.31727,17.88424,17.27057,16.86167
299642784439101440,0.1425855,4.869472E-05,20.9833,19.38019,18.072,17.51802,17.07685
299643058847246336,0.03049692,4.06363E-06,16.69902,15.79578,15.40853,15.19089,15.01745
299643333725153280,0.09134082,4.276792E-05,21.44536,19.17508,18.01337,17.46246,17.05569
299643334194915328,0.09155164,3.52721E-05,20.45382,18.46832,17.34864,16.86069,16.47727
299643608603060224,0.08643828,1.037649E-05,19.89264,18.51706,17.86889,17.48602,17.30703
299643609072822272,0.1281922,2.864929E-05,20.4224,18.76117,17.81548,17.30325,17.00194
299643883480967168,0.08577084,1.57765E-05,20.33092,18.43509,17.49593,16.97904,16.59881
299643883950729216,0.06297942,2.988946E-05,19.6653,17.48007,16.42789,15.9401,15.54493
299644158358874112,0.3354678,0.0001745204,26.7289,21.56318,19.35644,18.62502,18.08894
299644433236781056,0.1233703,5.140555E-05,21.0059,19.03858,17.76512,17.17885,16.72328
299644433706543104,0.2621004,7.04676E-05,23.47663,19.79526,18.02762,17.48948,17.09578
299644708584450048,0.08557262,2.85203E-05,19.89599,18.18078,17.2246,16.76959,16.44246
299644982992594944,0.08561324,3.349927E-05,19.89599,18.18078,17.2246,16.76959,16.44246
299645258340263936,0.161431,2.237619E-05,20.01078,18.53973,17.53664,17.04141,16.68847
299645532748408832,0.1281732,3.360378E-05,20.4224,18.76117,17.81548,17.30325,17.00194
299645533218170880,0.08645536,9.032167E-06,19.89264,18.51706,17.86889,17.48602,17.30703
299645807626315776,0.0629076,4.338643E-05,19.6653,17.48007,16.42789,15.9401,15.54493
299645808096077824,0.0864859,1.557804E-05,19.29867,17.28252,16.2229,15.75439,15.38189
299646082504222720,0.08643486,2.026195E-05,19.29867,17.28252,16.2229,15.75439,15.38189
299646357382129664,0.006194327,6.178843E-06,18.4032,16.7881,16.13641,15.78057,15.63285
299646632260036608,0.06989136,3.212141E-05,20.08283,18.05259,16.96458,16.46816,16.04915
299646632729798656,0.2618826,6.288396E-05,22.4398,18.99315,17.30626,16.67811,16.22651
299646907137943552,0.2618579,7.997751E-05,23.47663,19.79526,18.02762,17.48948,17.09578
299646907607705600,0.1616769,1.135521E-05,20.14508,18.71944,17.74612,17.18627,16.81456
299647182015850496,0.2192926,5.935299E-05,22.06951,19.39281,17.87946,17.26195,16.97694
299647182485612544,0.006186391,6.536226E-06,18.4032,16.7881,16.13641,15.78057,15.63285
299647457363519488,0.08577254,1.447966E-05,20.33092,18.43509,17.49593,16.97904,16.59881
299647732241426432,0.219111,5.630775E-05,22.06951,19.39281,17.87946,17.26195,16.97694
299648006649571328,0.2616133,7.858747E-05,22.4398,18.99315,17.30626,16.67811,16.22651
299648007119333376,0.123467,3.794195E-05,21.0059,19.03858,17.76512,17.17885,16.72328
299648281527478272,0.1614988,1.381708E-05,20.14508,18.71944,17.74612,17.18627,16.81456
299648281997240320,0.06999054,2.259009E-05,20.08283,18.05259,16.96458,16.46816,16.04915
299648556875147264,0.3354825,0.0001115264,26.7289,21.56318,19.35644,18.62502,18.08894
299648831283292160,0.1613156,3.004475E-05,20.01078,18.53973,17.53664,17.04141,16.68847
299649106161199104,0.06240857,9.709925E-06,20.0461,18.15598,17.2755,16.82514,16.50997
299649106630961152,0.06269012,1.475658E-05,19.57753,17.8906,17.02067,16.56168,16.21111
299649381039106048,0.3131213,9.971303E-05,22.48745,20.08173,18.3465,17.71174,17.31441
299649381508868096,0.1242851,2.943544E-05,20.87726,19.06252,18.09285,17.67561,17.35182
299649655917012992,0.3386853,0.0002104273,23.47969,25.11318,23.98529,19.6935,22.84944
299649656386775040,0.1258487,6.519615E-06,18.85943,17.65791,17.03518,16.56921,16.35253
299649931264681984,0.3129872,6.785981E-05,22.48745,20.08173,18.3465,17.71174,17.31441
299650205672826880,0.2139991,5.837396E-05,null,null,null,null,null
299650480550733824,0.06348434,5.593587E-06,23.98213,24.90633,18.7153,24.8151,23.60057
299650481020495872,0.3384775,0.0001230823,23.47969,25.11318,23.98529,19.6935,22.84944
299650755428640768,0.06274054,1.441866E-05,19.57753,17.8906,17.02067,16.56168,16.21111
299650755898402816,0.06181516,3.672039E-05,20.85881,18.8724,17.81818,17.28034,16.78129
299651030306547712,0.1243489,3.43467E-05,20.87726,19.06252,18.09285,17.67561,17.35182
299651030776309760,0.2140664,4.043243E-05,null,null,null,null,null
299651305184454656,0.2192489,1.713846E-05,null,null,null,null,null
299651305654216704,0.03680339,1.271938E-05,null,null,null,null,null
299651580062361600,0.06988863,5.421477E-06,18.63305,17.23656,16.65741,16.28071,16.0187
299651580532123648,0.219245,1.556347E-05,null,null,null,null,null
299651854940268544,0.08006168,4.117343E-05,20.14063,17.77141,16.62016,16.04806,15.61295
299652129818175488,0.03685362,1.520507E-05,null,null,null,null,null
299652130287937536,0.06346273,5.440424E-06,23.98213,24.90633,18.7153,24.8151,23.60057
299652404696082432,0.07026533,6.307388E-06,20.34435,18.59541,17.97038,17.48413,17.43171
299652405165844480,0.2048412,3.946136E-05,21.54144,19.32191,17.89638,17.31053,16.87679
299652679573989376,0.1258854,6.379047E-06,18.85943,17.65791,17.03518,16.56921,16.35253
299652680043751424,0.3702054,7.085381E-05,25.57019,24.24146,19.97501,24.60391,22.93677
299652954451896320,0.06296945,9.4402E-06,19.52555,17.7412,16.88685,16.40445,16.03735
299652954921658368,0.06296776,9.275039E-06,19.52555,17.7412,16.88685,16.40445,16.03735
299653229329803264,0.06181278,4.038623E-05,20.85881,18.8724,17.81818,17.28034,16.78129
299653229799565312,0.07030654,5.706028E-06,20.34435,18.59541,17.97038,17.48413,17.43171
299653504207710208,0.2048449,5.429479E-05,21.54144,19.32191,17.89638,17.31053,16.87679
299653504677472256,0.4134083,8.673668E-05,24.16427,20.79061,18.98094,18.22992,17.78566
299653779085617152,0.3700626,9.242551E-05,25.57019,24.24146,19.97501,24.60391,22.93677
299653779555379200,0.08021138,3.228326E-05,20.14063,17.77141,16.62016,16.04806,15.61295
299654054433286144,0.06987419,5.193497E-06,18.63305,17.23656,16.65741,16.28071,16.0187
299654328841431040,0.4134944,0.0001260602,24.16427,20.79061,18.98094,18.22992,17.78566
299654329311193088,0.06238846,9.368083E-06,20.0461,18.15598,17.2755,16.82514,16.50997
299654603719337984,0,0,15.26064,14.0641,13.73956,13.6434,13.63732
299654604189100032,0.1542999,3.99513E-05,21.69215,19.1655,17.92015,17.37544,16.97602
299654879067006976,0.1636551,4.292252E-05,21.43224,19.0783,17.77302,17.23516,16.85417
299655153475151872,0.1622571,4.648671E-05,20.46042,18.21984,16.86775,16.32646,15.95215
299655153944913920,0.1233801,4.416006E-05,21.75892,19.24723,18.03595,17.48334,17.01917
299655428353058816,0.2995414,9.029971E-05,23.31001,20.33868,18.56505,17.92632,17.5198
299655428822820864,0.2994555,5.998155E-05,23.31001,20.33868,18.56505,17.92632,17.5198
299655703230965760,0.1635538,5.608223E-05,21.43224,19.0783,17.77302,17.23516,16.85417
299655703700727808,0.02719446,1.889555E-05,19.86165,18.45821,17.83628,17.49019,17.34178
299655978108872704,0.02717044,2.525946E-05,19.86165,18.45821,17.83628,17.49019,17.34178
299655978578634752,0.1621326,4.332489E-05,20.46042,18.21984,16.86775,16.32646,15.95215
299656252986779648,0.2193757,6.616976E-05,22.20162,19.37295,17.79397,17.15854,16.73447
299656528334448640,0,0,15.26064,14.0641,13.73956,13.6434,13.63732
299656802742593536,0.09825181,1.504957E-05,19.32175,17.8437,17.00366,16.554,16.23718
299656803212355584,0.4442369,0.0001585158,24.14872,21.59333,19.78353,18.99283,18.51822
299657077620500480,0.1234765,4.918199E-05,21.75892,19.24723,18.03595,17.48334,17.01917
299657078090262528,0.3351803,8.46419E-05,22.63528,21.10106,19.09809,18.37635,17.96054
299657352498407424,0.143088,2.989537E-05,19.88375,17.49136,16.25505,15.75117,15.33772
299657627846076416,0.1431519,2.70561E-05,19.88375,17.49136,16.25505,15.75117,15.33772
299657902254221312,0.3349398,0.0001377695,22.63528,21.10106,19.09809,18.37635,17.96054
299657902723983360,0.2109481,6.892232E-05,20.74619,18.6973,17.28848,16.71051,16.32548
299658177132128256,0.06201774,1.740505E-05,17.86516,15.68775,14.62401,14.12747,13.74323
299658177601890304,0.2195055,5.603277E-05,22.20162,19.37295,17.79397,17.15854,16.73447
299658452010035200,0.154442,5.375795E-05,21.69215,19.1655,17.92015,17.37544,16.97602
299658452479797248,0.06234466,1.102414E-05,18.53172,16.93994,16.12569,15.65604,15.36965
299658726887942144,0.06230228,1.37712E-05,18.53172,16.93994,16.12569,15.65604,15.36965
299658727357704192,0.02013125,6.666494E-06,18.97787,17.34038,16.56102,16.20108,15.89516
299659001765849088,0.2112937,8.559342E-05,20.74619,18.6973,17.28848,16.71051,16.32548
299659276643756032,0.02012262,7.03556E-06,18.97787,17.34038,16.56102,16.20108,15.89516
299659277113518080,0.09820835,1.787018E-05,19.32175,17.8437,17.00366,16.554,16.23718
299659551991425024,0.06200635,1.605603E-05,17.86516,15.68775,14.62401,14.12747,13.74323
299660101277476864,0.06337427,1.404011E-05,18.62198,16.76493,15.85321,15.42461,15.12104
299660101747238912,0.104128,2.539955E-05,20.80917,18.41173,17.64555,16.97556,17.60096
299660376155383808,0.09275445,1.579222E-05,18.67472,17.26513,16.54224,16.13899,15.89124
299660376625145856,0.06453946,1.60324E-05,18.55435,16.88444,16.0421,15.58387,15.23695
299660651033290752,0.0846908,1.652742E-05,19.37078,17.88338,17.17385,16.77212,16.51625
299660651503052800,0.06333868,1.214253E-05,18.62198,16.76493,15.85321,15.42461,15.12104
299660925911197696,0.1918483,5.064019E-05,20.729,18.81042,17.41145,16.83636,16.39785
299660926380959744,0.1098582,1.827597E-05,20.52365,18.90136,17.8999,17.36872,16.95445
299661201258866688,0.06260023,7.377709E-06,19.14326,18.18468,17.81871,17.56586,17.45175
299661475667011584,0.3660631,9.884266E-05,23.20525,20.91978,18.91965,18.25445,17.8269
299661476136773632,0.08605687,1.67476E-05,19.77178,18.15343,17.27216,16.81546,16.50395
299661750544918528,0.02000299,1.095318E-05,18.36497,17.22678,16.69781,16.4257,16.31052
299662025422825472,0.02018126,7.425899E-06,16.63721,15.67402,15.26657,15.07391,14.89752
299662300300732416,0.3703395,0.0001700489,22.76736,20.8708,18.97423,18.27863,17.91887
299662575178639360,0.08009521,2.048705E-05,19.27678,17.37555,16.41184,15.98493,15.62873
299662575648401408,0.07368669,1.441688E-05,19.60349,18.20693,17.59457,17.18586,16.89941
299662850526308352,0.365943,9.996971E-05,23.20525,20.91978,18.91965,18.25445,17.8269
299663124934453248,0.06254148,7.481657E-06,19.14326,18.18468,17.81871,17.56586,17.45175
299663125404215296,0.09284572,1.292258E-05,18.67472,17.26513,16.54224,16.13899,15.89124
299663399812360192,0.06444442,1.870116E-05,18.55435,16.88444,16.0421,15.58387,15.23695
299663400282122240,0.08016862,1.990875E-05,19.27678,17.37555,16.41184,15.98493,15.62873
299663675160029184,0.06984089,1.823713E-05,18.33163,16.86091,16.12271,15.71439,15.41587
299663950037936128,0.1919537,3.748975E-05,20.729,18.81042,17.41145,16.83636,16.39785
299664224446081024,0.06982935,1.867273E-05,18.33163,16.86091,16.12271,15.71439,15.41587
299664499323987968,0.1040782,3.607974E-05,20.80917,18.41173,17.64555,16.97556,17.60096
299664499793750016,0.08467233,2.134002E-05,19.37078,17.88338,17.17385,16.77212,16.51625
299664774201894912,0.1097989,1.954379E-05,20.52365,18.90136,17.8999,17.36872,16.95445
299664774671656960,0.02016207,7.609901E-06,16.63721,15.67402,15.26657,15.07391,14.89752
299665049079801856,0.08612534,2.048422E-05,19.77178,18.15343,17.27216,16.81546,16.50395
299665323957708800,0.07369424,1.761813E-05,19.60349,18.20693,17.59457,17.18586,16.89941
299665324427470848,0.0199993,1.047788E-05,18.36497,17.22678,16.69781,16.4257,16.31052
300615576982677504,0.04655848,5.708207E-06,18.76946,17.58874,17.11995,16.81606,16.59102
300615851860584448,0.1528665,3.525104E-05,20.78537,18.74441,17.5168,17.04605,16.63691
300616126738491392,0.09342866,1.773248E-05,19.11987,17.27193,16.30063,15.86147,15.52849
300616401616398336,0.08971591,2.73878E-05,20.31092,18.36893,17.4614,17.03031,16.70844
300616951372212224,0.4193437,0.0001529862,22.65495,20.60445,18.95651,18.25097,17.81247
300617226250119168,0.1651293,4.985607E-05,21.29772,18.95846,17.77186,17.29105,16.9361
300617501128026112,0.08627161,1.152986E-05,18.42417,16.84022,16.02426,15.58562,15.27517
300617776005933056,0.2921461,8.668534E-05,-9999,-9999,-9999,-9999,-9999
300618325761746944,0.1387639,3.699094E-05,20.41575,18.25183,17.14113,16.64811,16.26629
300618875517560832,0.1370629,3.074205E-05,20.50681,18.33644,17.24227,16.77163,16.4074
300619150395467776,0.08904524,3.463308E-05,20.43231,18.64355,17.72653,17.34362,17.03925
300619425273374720,0.08391871,2.130884E-05,19.28885,17.36424,16.44625,16.0261,15.66796
300619700151281664,0.3715443,0.0001011386,22.79243,19.74053,17.82661,17.14197,16.79956
300619975029188608,0.08971721,1.541558E-05,20.00404,18.16749,17.25574,16.75373,16.40198
300620249907095552,0.1369993,3.577214E-05,20.51053,18.57175,17.39269,16.87237,16.47986
300620524785002496,0.3583607,5.880005E-05,22.9398,19.68336,17.89914,17.27713,16.86394
300620799662909440,0.08433501,9.330698E-06,19.6706,18.4884,17.82453,17.41815,17.17751
300621074540816384,0.08544684,4.663269E-05,20.20329,18.57581,17.70087,17.18575,16.79234
300621349418723328,0.087761,1.768978E-05,17.87509,15.84762,14.85646,14.39475,14.02624
300621624296630272,0.470219,0.0001237942,22.36533,21.39046,19.62686,18.78452,18.30963
300621899174537216,0.08709911,2.892872E-05,20.31017,18.28183,17.32462,16.89487,16.54363
300622174052444160,0.08976489,2.504695E-05,19.85346,17.86852,16.90607,16.41036,16.07011
300622448930351104,0.08834462,2.372284E-05,19.82975,17.92285,16.91471,16.46815,16.07395
300622723808258048,0.08669478,2.666417E-05,19.33941,17.47403,16.43251,15.93236,15.60759
300622998686164992,0.07061857,1.144537E-05,18.77002,17.29927,16.69733,16.40658,16.16148
300623273564071936,0.08809023,2.619916E-05,19.44612,17.77847,16.93055,16.52622,16.23586
300623548441978880,0.08546617,2.882497E-05,20.06989,18.06378,17.13227,16.69572,16.3568
300623823319885824,0.1668876,2.923424E-05,20.20863,18.57508,17.58762,17.09665,16.76422
300624098197792768,0.09080971,2.551257E-05,20.4386,18.38881,17.40949,16.97916,16.63011
300624373075699712,0.08846774,2.371961E-05,20.24676,18.4897,17.57921,17.16498,16.86073
300624647953606656,0.1391702,2.509419E-05,19.39883,17.44871,16.29472,15.80366,15.45729
300624922831513600,0.09193386,2.80641E-05,19.77251,17.8831,16.90717,16.46046,16.1201
300625472587327488,0.06580772,1.619287E-05,18.2038,16.45878,15.48587,14.96783,14.59474
300625747465234432,0.08532704,1.996337E-05,19.78528,18.32507,17.4893,17.0654,16.73222
300626022343141376,0.08811073,3.201118E-05,20.33621,18.36129,17.41175,16.95797,16.59111
300626297221048320,0.07903931,1.452463E-05,19.67243,18.18933,17.49928,17.10549,16.8828
300626572098955264,0.0934706,2.604114E-05,20.21346,18.50465,17.74121,17.4023,17.09227
300626846976862208,0.1351453,3.710985E-05,20.66051,18.49886,17.36013,16.87297,16.44485
300627121854769152,0.1383956,2.768785E-05,18.98403,16.70781,15.57279,15.10362,14.73735
300627396732676096,0.37413,0.0001054705,22.32018,20.93426,19.19811,18.54918,18.17458
300627671610583040,0.9896619,0.0001359481,null,null,null,null,null
300627946488489984,0.1631444,3.407142E-05,20.43779,18.62315,17.46897,16.98103,16.62834
300628221366396928,0.1102809,1.564957E-05,18.45181,17.02387,16.24789,15.74673,15.45901
300628496244303872,0.1426428,3.295315E-05,20.44892,18.63278,17.51563,17.04428,16.69828
300629046000117760,0.09160395,1.491867E-05,20.13113,18.5076,17.64934,17.19284,16.86299
300629595755931648,0.1530428,2.943341E-05,19.57771,18.15211,17.19846,16.75166,16.40716
300630145511745536,0.08978253,3.098842E-05,19.72956,18.04046,17.12144,16.71911,16.42751
300630420389652480,0.08706105,1.948398E-05,19.41357,17.37832,16.43463,16.0026,15.66106
300630695267559424,0.09035492,1.537111E-05,18.51235,16.59476,15.64886,15.25141,14.91931
300630970145466368,0.1101958,1.018018E-05,19.40602,18.00281,17.25425,16.76728,16.45576
300631245023373312,0.0891128,6.605236E-06,18.82607,17.82443,17.43759,17.12638,17.00114
300631519901280256,0.1375618,4.207683E-05,20.49057,18.39234,17.34993,16.88482,16.49666
300631794779187200,0.08940861,5.102659E-06,18.88486,17.77031,17.18362,16.76136,16.57599
300632069657094144,0.08851489,1.981875E-05,19.83695,17.81223,16.81285,16.37315,16.01426
300632344535001088,0.0887442,2.449252E-05,20.44066,18.44906,17.5186,17.09938,16.77691
300632619412908032,0.02139691,7.505856E-06,17.74957,16.49109,15.89571,15.60196,15.30805
300632894290814976,0.0908874,2.417634E-05,20.24687,18.23243,17.29305,16.87016,16.50135
300633169168721920,0.3784135,0.0001100232,26.19247,19.76232,18.21212,17.67871,17.51792
300633444046628864,0.06383968,8.204728E-06,18.57116,17.29473,16.67968,16.30797,16.05663
300633718924535808,0.04578607,8.429626E-06,18.08968,16.83649,16.2674,15.91116,15.66761
300633993802442752,0.08421674,1.829793E-05,18.8617,16.84327,15.86258,15.413,15.03675
300634268680349696,0.09358854,1.159258E-05,19.05749,17.7005,17.00204,16.59289,16.30132
300634543558256640,-0.007442678,3.097227E-05,null,null,null,null,null
300634818436163584,0.08382063,2.506595E-05,20.50246,18.5829,17.70341,17.29096,16.92961
300635093314070528,0.08186871,9.077924E-06,18.83175,17.37576,16.63832,16.23898,15.94082
300635368191977472,0.08443586,3.131844E-05,20.18581,18.43123,17.49803,17.09167,16.74207
300635643069884416,0.08441485,2.212642E-05,19.99698,18.06328,17.18556,16.6817,16.32178
300636192825698304,0.08435805,4.423804E-05,20.27071,18.49656,17.77,17.41189,17.18869
300636467703605248,0.209054,3.855589E-05,21.16496,19.11327,17.82447,17.30027,16.95847
300637017459419136,0.0745739,2.072816E-05,19.51458,17.77379,16.91426,16.45664,16.08344
300637292337326080,0.08626337,2.434855E-05,20.49872,18.6882,17.82555,17.42821,17.08143
300637567215233024,0.08964385,2.810743E-05,20.57497,18.54978,17.6025,17.20319,16.87272
300637842093139968,0.107117,1.667548E-05,19.60082,18.37185,17.70622,17.36529,17.12073
300638116971046912,0.1393791,2.908613E-05,20.71324,18.68328,17.56281,17.10182,16.72029
300638391848953856,0.08362079,9.928861E-06,18.47219,16.80611,15.92997,15.47322,15.16744
300638666726860800,0.7336859,0.0003690667,null,null,null,null,null
300638941604767744,0.13728,2.226324E-05,19.95658,17.92449,16.84363,16.32441,15.91448
300639216482674688,0.09042946,1.369823E-05,19.13087,17.43361,16.5048,16.00037,15.63634
300639491360581632,0.04863385,5.868005E-06,18.06289,16.89907,16.40611,16.08465,15.85321
300639766238488576,0.1375007,1.197946E-05,19.87702,18.52178,17.73118,17.2987,17.03156
300640041116395520,0.08325355,1.906244E-05,19.77246,17.83799,16.90732,16.48644,16.16398
300640315994302464,0.1362843,3.801657E-05,21.03486,18.79816,17.72267,17.27312,16.8967
300640590872209408,0.1467323,1.184749E-05,19.45602,18.72107,18.27469,17.87074,17.7379
300640865750116352,0.4199126,9.473877E-05,24.01777,21.19599,19.31601,18.5286,18.13464
300641140628023296,0.1071979,3.42926E-05,19.83382,17.70111,16.7597,16.34302,15.97439
300641415505930240,0.08944994,2.469304E-05,19.91427,17.87181,16.89165,16.44016,16.08673
300641690383837184,0.08906108,1.79627E-05,19.93835,18.13992,17.32597,16.97431,16.67368
300641965261744128,0.08978136,1.630133E-05,18.69726,16.62294,15.61999,15.17413,14.80095
300642240139651072,0.08355071,2.162608E-05,19.24874,17.22359,16.26777,15.81501,15.4857
300642789895464960,0.1460121,3.314252E-05,20.66265,18.82904,17.73387,17.29529,16.92214
300643339651278848,0.08472473,5.633985E-05,19.96437,18.27727,17.37491,16.88907,16.55015
300643614529185792,0.08821983,2.090075E-05,19.41022,17.41662,16.42726,15.99207,15.60635
